Timestamp;teHst0101;teHst0102;teHst0103;teHst0104;teHst0105;teHst0106;teHst0107;teHst0201;teHst0202;teHst0203;teHst0204;teHst0301;teHst0302;teHst0303;teHst0304;teAmb;teSolFloHexHst;teSolRetHexHst;teSolCol0501;teSolCol1001;teSolCol1501;vfSol;prSolRetSuc;rdGlobalColAngle;gSolPump01_roActual;gSolPump02_roActual;gHstPump03_roActual;gHstPump04_roActual;gDhtPump06_roActual;gMB01_isOpened;gMB02_isOpened;gCV01_posActual;gCV02_posActual;HtmDht_Energy;HtmDht_Flow;HtmDht_Power;HtmDht_Volume;HtmDht_teFlow;HtmDht_teReturn;HtmHst_Energy;HtmHst_Flow;HtmHst_Power;HtmHst_Volume;HtmHst_teFlow;HtmHst_teReturn;teSolColDes;teHstFloDes
2021-03-11 00:00:32;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.29999923706055;53.79999923706055;53.70000076293945;54.79999923706055;-2.1000001430511475;58.0;40.20000076293945;-4.200000286102295;21.30000114440918;34.10000228881836;-0.010986328125;3.7894833087921143;0.56610107421875;0.0;0.0;0.0;0.0;0.0;0;1;-0.11596977710723877;-0.3105252981185913;596319.8125;0.003141202498227358;0.0210551880300045;19128.947265625;52.4130859375;46.64990234375;810400.0;0.0;0.0;0.0;55.63999938964844;42.61000061035156;90.0;85.0
2021-03-11 00:01:24;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.400001525878906;53.79999923706055;53.70000076293945;54.79999923706055;-2.1000001430511475;58.0;40.10000228881836;-4.200000286102295;21.30000114440918;34.0;0.00732421875;3.7894833087921143;0.7263600826263428;0.0;0.0;0.0;0.0;0.0;0;1;-0.10452568531036377;-0.2876371145248413;596319.875;0.2118639498949051;1.3796390295028687;19128.947265625;52.35302734375;46.66162109375;810400.0;0.0;0.0;0.0;55.61000061035156;42.59000015258789;90.0;85.0
2021-03-11 00:02:16;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.400001525878906;53.79999923706055;53.70000076293945;54.79999923706055;-2.200000047683716;58.0;40.10000228881836;-4.300000190734863;21.200000762939453;34.0;-0.010986328125;3.7871944904327393;0.45928955078125;0.0;0.0;0.0;0.0;0.0;0;1;-0.11596977710723877;-0.3105252981185913;596319.875;0.029894551262259483;0.1946706473827362;19128.947265625;52.535400390625;46.6650390625;810400.0;0.0;0.0;0.0;55.56999969482422;42.56999969482422;90.0;85.0
2021-03-11 00:03:08;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.400001525878906;53.79999923706055;53.70000076293945;54.79999923706055;-2.200000047683716;58.0;40.10000228881836;-4.300000190734863;21.200000762939453;34.0;-0.010986328125;3.7833797931671143;0.7263600826263428;0.0;0.0;0.0;0.0;0.0;0;1;-0.10452568531036377;-0.2952665090560913;596319.875;6.708664179733148e-10;4.368621908668047e-09;19128.947265625;52.450439453125;46.64404296875;810400.0;0.0;0.0;0.0;55.560001373291016;42.560001373291016;90.0;85.0
2021-03-11 00:04:00;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.400001525878906;53.79999923706055;53.70000076293945;54.79999923706055;-2.200000047683716;57.900001525878906;40.0;-4.300000190734863;21.100000381469727;33.900001525878906;-0.0201416015625;3.7833797931671143;0.8331716060638428;0.0;0.0;0.0;0.0;0.0;0;1;-0.11596977710723877;-0.2800077199935913;596319.875;2.3833962997816898e-24;1.5520462812432522e-23;19128.947265625;52.47998046875;46.61669921875;810400.0;0.0;0.0;0.0;55.540000915527344;42.540000915527344;90.0;85.0
2021-03-11 00:04:52;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.60000228881836;53.70000076293945;73.20000457763672;50.400001525878906;53.79999923706055;53.70000076293945;54.79999923706055;-2.200000047683716;57.900001525878906;40.0;-4.300000190734863;21.100000381469727;33.900001525878906;-0.010986328125;3.7879574298858643;0.56610107421875;0.0;0.0;0.0;0.0;0.0;0;1;-0.13123005628585815;-0.3105252981185913;596319.875;0.699937105178833;4.6515984535217285;19128.951171875;52.390869140625;46.61279296875;810400.0;0.0;0.0;0.0;55.540000915527344;42.540000915527344;90.0;85.0
2021-03-11 00:05:44;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.70000076293945;53.70000076293945;73.20000457763672;50.29999923706055;53.79999923706055;53.70000076293945;54.79999923706055;-2.299999952316284;57.900001525878906;40.0;-4.400000095367432;21.0;33.79999923706055;-0.0018310546875;3.7887203693389893;0.45928955078125;0.0;0.0;0.0;0.0;0.0;0;1;-0.09689629077911377;-0.2723783254623413;596319.875;0.027054304257035255;0.17979580163955688;19128.951171875;52.45361328125;46.55712890625;810400.0;0.0;0.0;0.0;55.5099983215332;42.5099983215332;90.0;85.0
2021-03-11 00:06:36;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.60000228881836;53.70000076293945;73.20000457763672;50.29999923706055;53.79999923706055;53.70000076293945;54.79999923706055;-2.299999952316284;57.900001525878906;40.0;-4.400000095367432;21.0;33.70000076293945;-0.0201416015625;3.7871944904327393;0.24566650390625;0.0;0.0;0.0;0.0;0.0;0;1;-0.10452568531036377;-0.3028959035873413;596319.875;1.7320538398852984e-15;1.1510776259568943e-14;19128.951171875;52.504150390625;46.590576171875;810400.0;0.0;0.0;0.0;55.5;42.4900016784668;90.0;85.0
2021-03-11 00:07:28;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.60000228881836;53.70000076293945;73.20000457763672;50.29999923706055;53.79999923706055;53.70000076293945;54.79999923706055;-2.299999952316284;57.79999923706055;39.900001525878906;-4.400000095367432;21.0;33.70000076293945;-0.03845393657684326;3.7864315509796143;0.45928955078125;0.0;0.0;0.0;0.0;0.0;0;1;-0.10452568531036377;-0.3105252981185913;596319.875;2.4613965477517728e-29;1.635779690839306e-28;19128.951171875;52.498779296875;46.674072265625;810400.0;0.0;0.0;0.0;55.470001220703125;42.47999954223633;90.0;85.0
2021-03-11 00:08:20;51.10000228881836;54.0;54.10000228881836;54.5;56.10000228881836;61.70000076293945;73.70000457763672;52.10000228881836;53.60000228881836;53.70000076293945;73.20000457763672;50.29999923706055;53.79999923706055;53.70000076293945;54.79999923706055;-2.299999952316284;57.79999923706055;39.900001525878906;-4.400000095367432;21.0;33.70000076293945;-0.0018310546875;3.7879574298858643;0.9399831295013428;0.0;0.0;0.0;0.0;0.0;0;1;-0.11596977710723877;-0.3105252981185913;596319.875;0.0;0.0;19128.951171875;52.466796875;46.6298828125;810400.0;0.0;0.0;0.0;55.439998626708984;42.45000076293945;90.0;85.0
